,Annotator1,Annotator2,Annotator3,label,text clean,index
67,1,1,1,0,"è bellissimo sentire i commenti delle persone grandi sul momento della loro vaccinazione. servizio,gentilezza degli operatori sanitari e grande soddisfazione x avere ricevuto a loro tutela la salvezza. siamo in #emiliaromagna",B200
71,1,1,1,0,"via libera dell’ema, il vaccino astrazeneca è sicuro ed efficace link",B524
75,1,1,1,0,user inoltre a fronte degli anziani over 80 e dai 70 ai 79 anni che è la fascia meno vaccinata e qui bisogna correre davvero bisogna fare una vaccinazione parallela con farmacisti cliniche privati per la popolazione più giovane dai 18 anni in su che è fondamentale vaccjnare,B429
80,1,1,1,0,.... aspettando il turno per il vaccino ma porca troooota perché al mio comune fan tutti schifo aooooo datelo a tutti wtf,B182
85,1,1,1,0,"il vaccino limita i rischi e basta, sta cosa di ""è inutile che mi faccio il vaccino tanto sono tutti vaccinati "" è una stronzata",B367
87,1,1,1,0,"user se è contrario al #greenpass, che è tutt'altro che strumento valido, ci sono buone possibilità che non sia vaccinato. il che è davvero triste. #barbero",B28
93,1,1,1,0,"user user_panta cosa del mio discorso ti ha fatto evincere che bisogna fare dei lager? cerchi di rendere inutile il mio discorso estremizzandolo all inverosimile? io sono vaccinato e sto bene, mio padre,  madre, nonna, zii e cugini, amici vaccinati e stanno tutti bene.  non potete vaccinarvi?",B433
94,1,1,1,0,sii utile a te stesso e agli altri vatti a vaccinare. #vaccinatevi l'alternativa non c'è,B57
101,1,1,1,0,user user ho citato tutte trasmissioni passate che diffondevano falsità. per me è grave per lei no. hanno diffuso le fake sui vaccini. per me è di una gravità inaudita. enorme. per lei no. libere opinioni per carità...ma parlare di trasmissione attendibile no eh.  link,B197
105,1,1,1,0,"covid, persi oltre 9mila posti di lavoro in abruzzo: “avanti spediti con campagna vaccini” link #abruzzo",B270
111,1,1,1,0,"🔵 ""si riprende con tutti i #vaccini. si pensa a privati e anche #farmacie. tutto come detto. errori sono stati commessi eccome e lo è stato sospendere. errori nazionali. campagna e pass #ue sono la via sana e giusta""  user 🎙️ #nonstopnews link",B54
112,1,1,1,0,iniziate vaccinazioni over 70. finalmente! #toscana #vaccini,B15
115,1,1,1,0,user user gli operatori sanitari novax debbono essere licenziati in tronco per evitare rischi per gli altri,B144
118,1,1,1,0,"user chi si prende la responsabilità di mandare il personale scolastico sopra i 50 anni allo sbaraglio? se la prende lei, ministro? qualcuno dovrà spiegare perché riaprire le scuole senza aver vaccinato gli insegnanti. chi ne risponderà, se qualcuno si contagia e ci lascia la pelle??",B56
120,1,1,1,0,"user l'unica (magra) consolazione che mi da questa psicosi, è che presumibilmente la data della mia vaccinazione dovrebbe avvicinarsi in modo consistente per le  rinunce che arriveranno",B308
127,1,1,1,0,voler far ragionare un no vax è come volersi ubriacare con la coca-cola.,B127
131,1,1,1,0,"user_s 7/1.000 + 1/10.000.000 = 7,0001/1.000 = 0,70001/100.  cioè, se, e sottolineo se, fosse vero che i vaccini provocano 1 morto ogni 10 milioni di vaccinati (sono +o- questi sospetti, giusto?), la tua probabilità di morire aumenterebbe dello 0,00001%. più facile che trombi brad pitt.",B493
139,1,1,1,0,user perché le case famiglia e le comunità alloggio di roma sono rimaste senza vaccino?    le persone fragili residenti continuano ad ammalarsi nonostante vivano in sostanziale lockdown da un anno!   intanto c'è una petizione link via user,B181
143,1,1,1,0,"i dati della nuova #campagnavaccinale testimoniano il cambio di passo: in un mese, da 60mila somministrazioni giornaliere a oltre 250mila e abbiamo ampliato platea vaccinatori e punti vaccinali (+30% in un mese). ne ho parlato ieri su user link",B4
147,1,1,1,0,mia nonna fhe cerca di far ragionare mia madre e farci fare il vaccino💗💖💘💕,B33
149,1,1,1,0,"vaccino, papa “strumento essenziale nella lotta alla pandemia” link",B264
153,1,1,1,0,"user user_ spiegazione: classe di età &gt;50  vaccinati 95%  non vaccinati 5% : il rapporto è 19:1 tabella: morti: vaccinati  279 non vaccinati 131: il rapporto è 2.2:1.  quindi il vaccino ha protetto gli over 50,anche se il  numero dei loro morti è superiore a quello dei non vaccinati.",B210
161,1,1,1,0,tra due ore mi vaccino link,B25
166,1,1,1,0,"«sono un ragazzo vaccinato», jovanotti gioisce su facebook link",B469
167,1,1,1,0,se un sanitario non si vaccina sta commettendo un reato? forse. ce lo spiega user,B148
171,1,1,1,0,"un giorno qualcuno disse: nessuno si salva da solo. quindi, se qualcuno che è in procinto di farsi il vaccino #astrazeneka avesse intenzione di rifiutarsi, mi contatti pure, sarei ben lieto di prendere io il suo posto #vaccini",B525
172,1,1,1,0,mia mamma ha detto a mia zia che mi voglio fare il vaccino e ora lei mi ha chiamata per farmi il bordello e a raccontarmi stronzate lette su facebook ma diocane,B119
173,1,1,1,0,"speranza: “entro l’estate tutti gli italiani vaccinati, questo è l’obiettivo” | video link via user",B26
175,1,1,1,0,𝐒𝐞𝐧𝐭𝐢𝐫𝐬𝐢 𝐫𝐞𝐬𝐩𝐨𝐧𝐬𝐚𝐛𝐢𝐥𝐢  per se e per gli altri! lo stato italiano e la situazione storica ci chiedono e ci impongono la #responsabilita attraverso la chiamata alla vaccinazione di massa.  #vaccini #covid19 #governoitaliano #pandemia  link,B224
180,1,1,1,0,"user se procediamo così, al ritmo di mezzo milione di vaccini giornalieri, se ne può uscire in fretta. per quanto mi riguarda, dobbiamo solo sperare che si prosegua su questa strada",B267
185,1,1,1,0,user user user e quindi? i vaccinati nel 95%/99% dei casi non avranno bisogno di 300 euro di cure da cavallo e 20 mila euro di terapia intensiva.,B304
191,1,1,1,0,"user user_ casa di riposo di mia madre: il primo piano è in quarantena perchè un oss non si è vaccinato e ha contratto il covid. mia cugina, che opera nel settore, mi ha detto che circa il 40% dei sanitari non è vaccinato..",B510
195,1,1,1,0,user user user parli per lei quando si riferisce a chi è stolto non coinvolga gli italiani. milioni di morti in tutto il mondo ed ha ancora il coraggio di mettere in dubbio la necessità dei vaccini? per sua informazione poi tutti i paesi hanno acquistato vaccini comprese le locomotive europee,B215
198,1,1,1,0,"user_ciau user articolo fuorviante. il vaccino funziona riducendo la probabilitá di contagio e le forme piú gravi della malattia anche dopo la prima dose, infatti i nuovi contagi in gb sono per lo più presso i giovani, che sono la parte di popolazione meno vaccinata link link",B478
222,1,1,1,0,"user_patrizia una mia ex vicina di casa, gravemente obesa e diabetica, nonostante avesse la priorità del vaccino, non l'ha voluto fare. è in terapia intensiva in condizioni disperate. ma come si fa....",B300
229,1,1,1,0,buongiorno user e roby!  finalmente ho smaltito il vaccino e oggi posso essere con voi come sempre!  #frenchgp 🇫🇷 #moto3 #motorzn user_it,B142
231,1,1,1,0,. user qualcuno lo fermi perché ha perso il lume della ragione e lo dico da convinta sostenitrice dei vaccini,B154
236,1,1,1,0,sulla vaccinazione #emiliaromagna e #toscana sono al primo posto per organizzazione e somministrazione ai propri residenti è questa una delle differenze tra il riformismo del buon governo e le chiacchiere populiste un motivo in più per user segretario user,B344
239,1,1,1,0,"vaccinare o no i minori contro il covid? interessante questo articolo ⬇️ a fronte di un aumentato, ma limitato rischio di miocarditi (2 su 100 mila), ci si protegge da un rischio ben maggiore di sindrome multisistemica infiammatoria e di miocardite stessa  link link",B157
242,1,1,1,0,comunque ieri sera l’host del nostro b&amp;b ci ha seriamente detto che non fa il vaccino perché a sua sorella adesso rimangono le chiavi attaccate addosso. non ne usciamo.,B211
246,1,1,1,0,"pensiero per chi si lamenta della cessione di vaccini agli ""stati poveri"": in un pianeta globalizzato la strategia di vaccinazione deve essere strategica. la circolazione di persone è continua e inarrestabile. l'immunizzazione deve essere globale. il buon cuore non c'entra nulla.",B483
254,1,1,1,0,è assurdo come i novax riescano a mettere in correlazione la morte di #raffaellacarrá con il vaccino. sono da tso ormai. fermateli.,B162
258,1,1,1,0,sono vaccinata ragaaaaa fanculo il covid,B346
13,1,1,1,0,ma quindi abbiamo davvero bloccato un vaccino per 30 trombosi su 5 milioni di vaccinati? #astrazeneca,B60
14,1,1,1,0,user_onnis la vaccinazione (soprattutto quella con vaccino a mrna) abbatte fino al 90% la trasmissione della malattia. tu racconti balle.,B348
19,1,1,1,0,tutti voi che state ironizzando sul #deltaplus #deltavariant... ma l'avete fatta almeno una dose di vaccino? no perché nel caso non sareste nella posizione giusta per fare dello spirito.,B32
26,1,1,1,0,"orgogliosa e grata ai nostri ragazzi in divisa che, come sempre, ci sono nel momento del bisogno.  generale #figliuolo avanti tutta con i vaccini noi di user_italia siamo al vostro fianco.",B199
32,1,1,1,0,"user caro don, i vaccini servono tantissimo, proteggono indirettamente anche gli altri limitando la diffusione del virus. e meno circola meno muta. don un peccato contro la ragione è un peccato grave! lo dico da medico cattolico.",B464
37,1,1,1,0,user vaccinazioni non se ne parla manco morti?  il lockdown è l'alternativa al vaccinarsi ... senza vaccini si va in lockdown ... con i vaccini il lockdown è una inutile vacanza!😡,B79
40,1,1,1,0,"come si chiama quella sensazione di quando vieni a sapere di un conoscente #novax della prima ora finisce in ospedale mentre i suoi parenti vaccinati non hanno neanche un raffreddore? ah sì, ""mi ride anche il buco del culo"". #vaccinazioni #covid19",B374
43,1,1,1,0,"user chi sceglie di non vaccinarsi è come quello che non rispetta il divieto di sosta e di fermata nei giorni di mercato. chi si è vaccinato ha pagato il suolo pubblico e si è iscritto alla camera di commercio, e loro ne approfittano a sbafo.",B222
44,1,1,1,0,vaccinato questa mattina 08 00  prima dose con  pftruser  puffazer..... pitzifur  pizziffer   vabbe' so vaccinato 😂😂😂😂  #pfizervaccine,B30
54,1,1,1,0,"il governo prenda subito la decisione di rendere obbligatoria la vaccinazione! stiamo rischiando un blocco totale che farà molto male alla nostra economia, oltre che a tutti. smettiamola di essere ignoranti egoisti!link",B156
57,1,1,1,0,"tu provi a far finta di niente, a mantenere la calma poi sti novax si paragonano agli ebrei durante la seconda guerra mondiale e ti vien voglia di prenderli a sberle tipo mulino a vento.",B38
61,1,1,1,0,mario draghi: chi rifiuta il vaccino sostenga i costi della propria ospedalizzazione! - firma la petizione! link via user,B8
65,1,1,1,0,"user_opamp user 1 i vaccini mrna vengono studiati da 20 anni quindi se ne conoscono gli effetti a lungo termine. 2 in europa sono stati rilasciati con la pratica dell'approvazione condizionata, utilizzata con dal 2006 con diversi altri farmaci.",B278
70,1,1,1,0,"user io mi sono vaccinato 2 volte, per proteggere mia moglie che ha malattia autoimmune e non può vaccinarsi. poi vedremo a ottobre...",B466
71,1,1,1,0,"i free riders del vaccino, ovvero gli scrocconi di libertà (di d. faraone) link #",B126
72,1,1,1,0,"credevo di aver bonificato i miei follower, e invece … ‘sti novax spuntano come scarafaggi di notte",B295
82,1,1,1,0,per l'ottimo andamento della campagna vaccinale voglio ringraziare marco travaglio. ogni sua lacrima sono sui 50mila vaccinati in più,B276
86,1,1,1,0,"vaccini, figliuolo: si vada avanti con over 60, se no non ne usciamo più link",B36
1,1,1,1,0,"per me è mio fratello che in una discussione abbastanza accesa con mio papà no vax, incazzato con me perché voglio fare il vaccino, prende le mie difese e si mette a discutere con lui (il vaccino l'ho prenotato oggi insieme a mia mamma)",B381
10,1,1,1,0,“vaccinari è megghiu di futtiri”,B196
11,1,1,1,0,"user né il vaccino pfizer né quello moderna vengono prodotti usando linee cellulari di conseguenza è impossibile che contengano cellule di feti. altri vaccini necessitano di linee cellulari per la produzione (mrc-5, wi-38 e hek393 originarie degli anni 60/70), ma non ne contengono.",B81
14,1,1,1,0,user_lorenzo user user user se non sei vaccinato non entri nei luoghi pubblici non sali nei mezzi pubblici te ne stai per conto tuo e non calpesti il diritto degli altri a non subire la tua violenza sulla base di un presunto diritto che non esiste .,B305
15,1,1,1,0,utili di pfizer coprono + che adeguatamente costi e rischi adesso x evitare milioni di morti e rischi varianti x noi bisogna fare licenze obbligatorie nei paesi emergenti e/o sospendere brevetto su questo vaccino (non su quelli che verranno o su farmaci non #covid_19) #11maggio link,B17
18,1,1,1,0,"cari novax “ libertà di scelta”,  la vostra libertà finisce dove incomincia la mia di non essere contagiata da voi #novax",B151
27,1,1,1,0,user se vai in giro sono quasi tutti senza mascherina o distanziamento   vaccino non significa zero casi ma ospedali liberi e gente non al cimitero   se fai anti influenzale non ti dice che non la prendi ma che se la prendi è leggera,B330
30,1,1,1,0,user ancora ad oggi i miei cari non sono stati ne vaccinati ne chiamati da nessuno mia mamma di 92 anni e mio zio infermo di 89 la stampa tace e la toscana tace una vergogna infinita ( siamo di firenze) il #governodeipeggiori,B416
34,1,1,1,0,"ad ottobre, quando ci rinchiuderanno nuovamente, ricordate che quel 30% in meno di efficacia del vaccino può comunque fare la differenza! quindi vaccinatevi! perché anche per delta, con il vaccino per lo meno non muoio, senza non so! sappiatelo! #greenpassobbligatorio #pfizerdown",B163
38,1,1,1,0,la variante più pericolosa è quella  no-vax: si attacca al cervello  #covid link,B86
39,1,1,1,0,grandissimi pezzi di ce🚽sse unitamente a tutti i 🍒oni no vax che vivete nella nostra sicilia--  ci siete riusciti siamo primi per contagi e ultimi per vaccinazioni da lunedì 30 saremo di un bel colore giallo! guardatevi allo specchio e ….🤧🤧 link,B98
46,1,1,1,0,"#pfizer, ""uno dei vaccini più efficaci nella storia della medicina"". link",B155
59,1,1,1,0,"user caro massimo, almeno io, non ho idea dello stress delle strutture sanitarie. concordo che questi lockdown a singhiozzo non sono ideali, ma oggettivamente questa pandemia è devastante. piuttosto cerchiamo di stringere sulle vaccinazioni. un caro saluto alessandro",B180
61,1,1,1,0,"seguivo un noto personaggio della community trash italiana ma ho visto pubblicate un sacco di cazzate e speculazioni sui vaccini da questa persona, quindi l’unfollow è stato automatico e senza alcuna pietà",B455
65,1,1,1,0,mi hanno convocata per il vaccino e so felice,B521
73,1,1,1,0,difficile per ora fare previsioni #covid19. di certo con la vaccinazione le nostre abitudini potranno tornare ad una nuova normalità molto più agibile della presente link,B192
78,1,1,1,0,tra di noi ci sono moltissimi concittadini che sono nati in altri paesi e hanno bisogno di aiuto per prenotare il #vaccino. molti non chiedono per pudore. solo oggi ne ho prenotati tre per persone che conoscevo. talvolta la cosa più scontata per noi non lo è per gli altri.,B454
54,5,5,5,0,chiss se c'era pure qualche no-vax. chiss.  link,A570
82,5,5,5,0,pare che i #novax siano fuggiti tutti in groenlandia.,A1141
93,5,5,5,0,(scusate l'ignoranza) mi spiegate l'utilità di far parlare panzironi in questo periodo così difficile(con la gente chiusa in casa) non bastavano le bestialità dei novax ascoltate negli anni scorsi #nonelarena irresponsabili!!!,A58
145,5,5,5,0,"no vax no ask no app si traduce in si racism, si fascism? perché molti di loro mi sembrano gli stessi.",A1109
193,5,5,5,0,quelli che usano la tragedia di bergamo per diffondere bufale no vax sul coronavirus: di andrea rossetti il servizio di tg leonardo (rai3) del novembre 2015 sulla presunta correlazione tra un supervirus creato in laboratorio e il covi-19 è soltanto… link link,A1194
200,5,5,5,0,pensavo che quei dementi dei #novax fossero spariti ed invece eccoli spuntare come funghi alla notizia di #djokovic link,A1146
203,5,5,5,0,"dopo sperimentazione in cina e i promettenti riscontri dell'quipe del prof. #ascierto all'ospedale cotugno di #napoli, la #roche cede gratis il farmaco #tocilizumab (e non solo). dedico questa notizia a #novax e complottisti delle lobby farmaceutiche.   link",A779
229,5,5,5,0,#coronarovirus #governo corretto con attivazione #emergenzasanitaria prevenzione della diffusione è la priorità #novax  #5stelle e  #salvini  dimostrano incompetenza e sciacallaggio politico.cura delle virosi con antivirali vaccini assistenza alle complicazioni respiratorie #la7,A358
253,5,5,5,0,"di questa #quarantena ricorderò le litigate con i complottisti e i #novax su facebook. grazie, mi avete regalato emozioni nelle mie giornate altrimenti vuote. ❤",A763
271,5,5,5,0,un medico no vax non è un medico.,A1304
273,5,5,5,0,"ascolto user e penso ad una parte della #stampa (miei colleghi) e all'ex procuratore #capaldo, che per fare voce ai #novax e #giustizialisti, hanno rovinato la vita alla celebre #virologa, tanto da farle lasciare l'#italia. una #vergogna di cui dovrebbero almeno scusarsi link",A512
277,5,5,5,0,attenti a questa troll sovranista e no-vax. diffonde notizie false ed attacca chi la contrasta.   (user): link,A517
341,5,5,5,0,facciamo che quando sar� pronto il vaccino per il covid-19 ai no-vax non glielo diamo?   mi sembra il minimo dai.,A806
358,5,5,5,0,anche voi quando partono i complotti sulle nanotecnologie attivabili in seguito al vaccino antikovid!!!# iniziate a grattarvi il cuoio capelluto come giucas link,A505
359,5,5,5,0,...dove sono i #novax in questi giorni?,A10
384,5,5,5,0,"quando prima o poi uscir� il vaccino ai no vax non glielo devono fare. continuassero a curarsi con tisane, bava di lumaca, fiori di bach, massaggi e simili.",A1185
389,5,5,5,0,supponete che big pharma scopra un vaccino oppure una cura per #covid19.  i complottisti anti-globalisti li rifiuteranno sdegnati?,A1273
402,5,5,5,0,commissariare l’italia subito! nel governo sono stati a litigare per faccende interne ed i grillini novax sono tutto tranne che affidabili a gestire la situazione. avrebbero preferito tagliarsi una mano piuttosto che ascoltare burioni. #coronavirusitalla user,A587
415,5,5,5,0,i novax hanno già organizzato le festine per il contagio del #coronavirus come fanno per il morbillo?,A886
449,5,5,5,0,@_bubec user user state facendo solo confusione e disinformazione. tipico dei #novax,A60
459,5,5,5,0,dove sono ora i no vax. in cerca del vaccino anti covid-19?   l’immunologo: “i vaccini obbligatori forse sono l’arma che aiuta i bambini” | rep link user,A781
550,5,5,5,0,sentivo proprio la mancanza di qualche novax di stocazzo.,A1241
555,5,5,5,0,l’antivax #beppegrillo ora vuole il vaccino per il #coronavirus user_grillo   link,A997
583,5,5,5,0,"p.s. vivo in una provincia che ha 23 casi accertati mentre quelle limitrofe ne hanno centinaia, come ad esempio la provincia di #bergamo che ne ha circa 800.  grazie per aver affidato questa situazione al #buonsenso di #novax, #terrapiattisti e #complottisti!!!  #covid19italia",A1136
593,5,5,5,0,perché la stupidità trova sempre nuove conferme... chi mi diceva che i novax erano spariti?! eccone una delle mie parti link,A1160
648,5,5,5,0,i novax potrebbero lottare contro il vaccino al coronavirus. non possiamo permetterglielo. link,A887
665,5,5,5,0,gli #antivax sono spariti!  proprio adesso che con il #coronavirus potevano fare un figurone con i loro oli essenziali!,A827
691,5,5,5,0,«la verità non si può multare» con la v maiuscola. così la deputata #peppegrillara sara #cunial #novax fermata e multata dai carabinieri. user speravo che il #coronavirus li avesse estinti ma sono ancora tra di noi. user,A54
721,5,5,5,0,"un certo ""giornalismo"" � l'arma di distrazione di massa di certa ""politica"".  dove sono i demagoghi pro #novax #freevax? perch� cari accattoni di voti non andate in tv ora a dire:alla ""gggente"" va garantita la libert� di scelta se vaccinarsi o no? #coronavirusitalia #coronavirus",A1302
727,5,5,5,0,dove sono tutti i #novax ??ho voglia di insultarli!!!! mi devo sfogare,A782
728,5,5,5,0,adesso i no vax invocano il vaccino! link,A477
730,5,5,5,0,"mi piacerebbe sentire un pentastellato no vax con la bava alla bocca, oggi una rarità #covid2019",A1085
736,5,5,5,0,"ho appena letto un ""io non mi vaccino a pre-scindere"",e la ""fase 2"" ora mi angoscia più della quarantena...",A841
737,5,5,5,0,ma i genitori #novax che organizzano i #morbilloparty stanno anche organizzando le gite a #codogno? #covid2019 #coronaviriusitalia #corona,A1053
738,5,5,5,0,gratis! una dedica per #barillari e tutti gli altri imbecilli #novax complottisti. link,A834
744,5,5,5,0,a questo punto cederei la parola a quei geni dei no vax.,A469
754,5,5,5,0,ma in tutto ciò le mamme novax che fine hanno fatto? #coronavirusitalia,A1056
6,5,5,5,0,ne ho conosciuta una che non ha fatto i vaccini al figlio...però dice che gli vorrebbe fare quello per il tetano..... ma vai a fan culo.....no vax....poveri imbecilli,A1098
31,5,5,5,0,il user ha fatto benissimo a liberarsi dai no vax. un segnale di continua maturazione politica.,A894
53,5,5,5,0,new fb postl'idea dell'app che monitora i contatti non piace per niente ai no vax. pur rimanendo dell'opinione che ci sono dei punti del design che vanno chiariti (server centrali vs peer to peer) già che quella banda di coglioni si mobilita contro mi pare un buon motivo per…,A1104
82,5,5,5,0,"ai complottisti, ai #novax, a chi “ è colpa di #bigpharma “ etc etc............ ma andate a cacare. #tocilizumab #13marzo #coronavirus #covid_19 #spallanzani",A481
104,5,5,5,0,"il peggio del peggio  #corrieredellasera: coronavirus, la nuova battaglia di burioni: «prima i no-vax, ora i no-mask». link  tramite user",A930
119,5,5,5,0,"63 morti per morbillo. quasi tutti bambini. grazie, antivaccinisti, il vostro ""principio di precauzione"" sta avendo un successone. link",A457
122,5,5,5,0,dedicata a tutti gli #antivax  questo è un mondo senza #vaccini  #covid #coronavirus #covi̇d19 link,A754
129,5,5,5,0,il ritorno incrollabile dei no vax (di f. abbate) link,A934
160,5,5,5,0,"ma i #novax, dove cazzo sono spariti?",A1052
172,5,5,5,0,la morale della favola è che ci vuole poco a far scomparire dai social i no-vax.  #coranavirusitalia,A1011
195,5,5,5,0,"dopo qualche settimana di defaticamento eccoli lì di nuovo i #novax, col petto fiero e il sole in fronte.  oggi in parlamento non si è parlato di scuola e istruzione.  siamo vittime del #coronavirus si, ma più dell'analfabetismo di ritorno, da anni.  #braindown link",A778
216,5,5,5,0,"“a tutte le persone che nel mondo non volevano i vaccini, ecco a voi un mondo a cui manca un vaccino.” #covid_19 user",A46
257,5,5,5,0,"user user user user user_dibattista user spero ci toglieremo di torno tutti coloro che agiscono malamente (per incapacità o per altri motivi). voi affidatevi ai novax, mi raccomando.",A72
127,5,5,5,0,orde di #novax contro il vaccino per il #covid19; complottisti di ogni ordine e grado; anti #5g che si improvvisano medici con il dottorato alla nasa; fratelli d’italia e #lega che insieme arrivano al 40%.  insomma. cazzo vi aspettavate di più dalla #finedelmondo?,A1134
143,5,5,5,0,"anche le teorie più assurde e strampalatempalate che fino a ieri si esibivano come una medaglia. coerenza vorrebbe che per loro, cura e vaccino, siano negati. &lt;continua&gt;",A502
145,5,5,5,0,che tenero l'ex capo politico del movimento no-vax e si-scie chimiche che dice che bisogna fidarsi della scienza #ottoemezzo,A567
156,5,5,5,0,"spero, come tutti, che #dimitrov si riprenda presto. così come spero che la sua positività e la sua “vicinanza” possa aprire gli occhi a un convinto #novax come #djokovic",A1254
193,5,5,5,0,una volta trovata la cura a tutto questo ai no vax non gli diamo un cazzo !!  #coronavirusitalia,A1310
229,5,5,5,0,"carissimi no-vax, quello che stiamo vivendo ora è un mondo senza un vaccino. voi non ne vorreste nessuno.",A561
244,5,5,5,0,"stamattina nella sala colazioni di un agriturismo nel padovano ho appreso “con certezza” che dietro il #coronavirus c’è bill gates che possiede 5 case farmaceutiche che ora svilupperanno il vaccino e sai che soldi, altro che microsoft. ora chiamo i miei direttori e sai che scoop.",A1257
247,5,5,5,0,le peggiori categorie di persone le incontro tutte oggi sul tuider: -femministe -antivax -nazivegani,A1032
250,5,5,5,0,#coronavirus #fakenews che fine hanno fatto i geni che dicevano che in #usa esisteva già il vaccino e lo tenevano x loro? giravano tanti video su whatsapp e youtube.... tutti spariti ora?,A363
24,0,0,1,0,"i bagnini di rimini: ""non ci sarà vacanza al mare finché non arriverà il vaccino"". turismo, giro d'affari ridotto di 1,2 miliardi link via user",A869
71,0,0,1,0,coronavirus e seconda ondata: “le nuove infezioni sono inevitabili fino al vaccino” link,A606
72,0,0,1,0,"vaccino contro il covid-19 l'immunologo svizzero esce allo scopero: ""possibilità di successo"" link",A1321
76,0,0,1,0,"influenza, vaccino raccomandato e gratis per bimbi e over 60. ministero: &amp;laquo;anticipare a ottobre&amp;raquo; link",A968
85,0,0,1,0,"alcuni scienziati temono che non si troverà un vaccino contro il coronavirus, e dovremo convivere con la minaccia del covid-19 link",A491
109,0,0,1,0,"user_ viaggiare! anche se, credo ce ne voglia ancora per salire su un treno in spensieratezza. sarà tutto molto molto diverso, ancora per un bel po', diciamo fino a che sarà pronto il vaccino.",A171
149,0,0,1,0,"conte, mascherine finché manca vaccino link",A596
154,0,0,1,0,"coronavirus, un vaccino tradizionale funziona sugli animali link",A690
191,0,0,1,0,"user non sono un fan di renzi, ma tra qualche settimana sarà così per forza. tanto finché non si trova una cura e/o un vaccino il virus sarà sempre una minaccia",A224
198,0,0,1,0,"la sfida attuale  quella di trovare un #vaccino per il #coronavirus. una volta scoperto, la prossima sfida sar sicuramente la produzione e la distribuzione in tutto il mondo. ecco la scoperta di un team di ricerca. link",A1018
207,0,0,1,0,presto col vaccino che ho voglia di andare in discoteca solo per la canzone dei tipi che ballano con le bare,A1170
212,0,0,1,0,trump dice che sono stati fatti grandiosi progressi sul vaccino anti-covid link,A1286
228,0,0,1,0,"9. andr� tutto bene, passer� tutto in giro di qualche mese, andando sempre pi� a scemare. magari domani trovano una cura mirata! magari tra una settimana abbiamo il vaccino! non � come l'ebola, non � come la peste, non � un morbo incurabile. +",A458
244,0,0,1,0,"“previsioni buone, presto il vaccino” da invest analysis news - link",A51
256,0,0,1,0,"#zazzaroni: ""nessuno sa esattamente quando finirà, dovremo imparare a convivere con il virus, fin quando non si trova un vaccino. pensiamo alla gente che ha bisogno di lavorare""",A441
261,0,0,1,0,#lavitaindiretta sono guido folzani di felino (pr) volevo chiedere all’esperto se per tornare alla vita come prima si dovrà aspettare il vaccino che potrebbe arrivare anche fra qualche anno. sino a quel giorno non si potrà abbassare la guardia?,A409
264,0,0,1,0,"user_ccc user user user a questa conclusione sono arrivati tutti i virologi del mondo,anche di opposte fazioni. le influenze e i virus possono tornare ciclicamente anche modificati, ecco perché il vaccino non rende immuni, ma prepara il corpo a riceverlo in maniera più leggera.",A141
286,0,0,1,0,qui stanno a parlare di finire questo campionato di #seriea .. quando poi non si rendono conto che potrebbe non partire neanche la prossima stagione. credo che la cosa sia chiara.. finché non ci sarà il vaccino nulla tornerà più come prima. spero di sbagliare.,A1205
287,0,0,1,0,"""non vender il vaccino anti-coronavirus a trump. deve essere bene di tutti"" link",A38
300,0,0,1,0,"user se ci fosse il vaccino lo sforzo sarebbe vaccinarci tutti per proteggere chi è più debole. non essendoci il vaccino, lo sforzo è evitare i contatti tra chi proviene da zone a rischio, proteggendo così chi è più debole... ma che le malattie uccidano vecchi e infermi è sempre stato",A215
320,0,0,1,0,"non sono un virologo ma nemmeno un chiacchieratore da bar. fin quando non si troverà un vaccino o una cura, bisognerà conviverci. le nostre libertà ci verranno concesse a spizzichi e bocconi e continueremo ad indossare mascherine, guanti ed a tenerci a debita distanza.",A1122
322,0,0,1,0,"coronavirus, dalla cina primi successi per il vaccino link",A635
350,0,0,1,0,"user tanto oggi l'italia non si ferma la gente si muoverà per il tutto il territorio seminando ugualmente qua e là, solo un vaccino è la soluzione non l'assalto ai supermercati e quindi speriamo che io me la cavo",A344
353,0,0,1,0,"coronavirus, i ricercatori israeliani: ""siamo vicini al vaccino"" link",A647
375,0,0,1,0,"""bisogna convivere con il virus fin quando non si troverà un vaccino, per questo si dovranno utilizzare mascherine e guanti…"" beh a noi che portiamo gli occhiali da vista abbiamo un grandissimo problema !!!",A19
385,0,0,1,0,annunciati oggi i primi risultati promettenti di un candidato vaccino covid 19 link,A506
390,0,0,1,0,"la soluzione alla pandemia covid – 19 che i governi, pare, condividono con le “organizzazioni deputate”, sembra essere quella del “vaccino”. link",A1020
398,0,0,1,0,coronavirus gallera: “finché non avremo vaccino dovremo girare con mascherina e cambiare abitudini” -  #coronavirus #gallera: #“finché  link,A608
406,0,0,1,0,"a pensare che fino a quando non ci sarà un vaccino, dovremmo stare sempre con le mascherine non so voi, ma a me prende un po’ male, già non riesco a respirarci ora, figuriamoci d’estate.",A467
430,0,0,1,0,"corsa per cure anti covid, obiettivo vaccino 2020. garattini: «oossibile produzione entro l`anno. da usa bene test su topi» - metropolisweb",A728
521,0,0,1,0,user_ gli anziani sono un patrimonio da custodire non da sacrificare. purtroppo senza vaccino senza antivirali sono indifesi.,A162
532,0,0,1,0,"#gravina: ""stadi riapriranno quando ci sarà un vaccino"" link",A401
