	Text	Vaccine content	Vaccine safety	Filter	text_clean	text_wo_filter_word	text_wo_stopwords_or_filter
88	absolutely not!this must happen before the election!        fda asks court for 18-month pause in key covid-19 vaccine safety data cases 🤔https://t.co/ziadon19w7	1.0	0	COVID-19	absolutely notthis must happen before the election        fda asks cou for 8month pause in key covid  vaccine safety data cases 	absolutely notthis must happen before the election        fda asks cou for 8month pause in key covid  vaccine safety data cases 	absolutely notthis must happen election fda asks cou 8month pause key covid vaccine safety data cases
89	advisers to the centers for disease control and prevention (cdc) have voted to approve covid-19 vaccine boosters for children ages 6 months and older. @anjkhem discusses: https://t.co/pdiwplsbyj	1.0	0	COVID-19	advisers to the centers for disease control and prevention cdc have voted to approve covid  vaccine boosters for children ages  months and older  discusses 	advisers to the centers for disease control and prevention cdc have voted to approve covid  vaccine boosters for children ages  months and older  discusses 	advisers centers disease control prevention cdc voted approve covid vaccine boosters children ages months older discusses
90	after the cdc announced the rollout of a new covid-19 vaccine targeting the latest variant, health experts say covid-19 vaccines are being treated similar to the flu vaccine.⁠⁠by amirah razman⁠⁠read more at https://t.co/kynwlamfxg https://t.co/qy3dx3qor4	1.0	0	COVID-19	after the cdc announced the rollout of a new covid  vaccine targeting the latest variant health expes say covid  vaccine  are being treated similar to the flu vaccine by amirah razmanread more at  	after the cdc announced the rollout of a new covid  vaccine targeting the latest variant health expes say covid  vaccine  are being treated similar to the flu vaccine by amirah razmanread more at  	cdc announced rollout new covid vaccine targeting latest variant health expes say covid vaccine treated similar flu vaccine amirah razmanread
91	america wises up to #covid vaccine as pfizer slashes outlook: projects weak demand for covid-19 vaccine and paxlovid | cnbc video at https://t.co/yuvw1jxnih https://t.co/rc0dvbitxe	1.0	0	COVID-19	america wises up to covid vaccine as pfizer slashes outlook projects weak demand for covid  vaccine and paxlovid  cnbc video at  	america wises up to covid vaccine as pfizer slashes outlook projects weak demand for covid  vaccine and paxlovid  cnbc video at  	america wises covid vaccine pfizer slashes outlook projects weak demand covid vaccine paxlovid cnbc video
92	americans katalin kariko, drew weissman win nobel prize in medicine for covid-19 vaccine workhttps://t.co/cotsvrze32	1.0	0	COVID-19	americans katalin kariko drew weissman win nobel prize in medicine for covid  vaccine work	americans katalin kariko drew weissman win nobel prize in medicine for covid  vaccine work	americans katalin kariko drew weissman win nobel prize medicine covid vaccine work
93	americans may soon be able to get an updated covid-19 vaccine. advisers to the centers for disease control and prevention on tuesday endorsed the new shots for everyone 6 months of age and older.  https://t.co/llplhg2otn	1.0	0	COVID-19	americans may soon be able to get an updated covid  vaccine  advisers to the centers for disease control and prevention on tuesday endorsed the new shots for everyone  months of age and older  	americans may soon be able to get an updated covid  vaccine  advisers to the centers for disease control and prevention on tuesday endorsed the new shots for everyone  months of age and older  	americans may soon able get updated covid vaccine advisers centers disease control prevention tuesday endorsed new shots everyone months age older
94	an interesting read.  who knew that paxton, the ag down in texas, started an investigation against the covid-19 vaccine makers for engaging in deceptive trade practices under the laws of texas...and then the impeachment attempt started...https://t.co/hvawj9jmw7	1.0	0	COVID-19	an interesting read  who knew that paxton the ag down in texas staed an investigation against the covid  vaccine makers for engaging in deceptive trade practices under the laws of texasand then the impeachment attempt staed	an interesting read  who knew that paxton the ag down in texas staed an investigation against the covid  vaccine makers for engaging in deceptive trade practices under the laws of texasand then the impeachment attempt staed	interesting read knew paxton ag texas staed investigation covid vaccine makers engaging deceptive trade practices laws texasand impeachment attempt staed
95	"associate profs @crketel, kate clouse &amp; carrie plummer &amp; nashville colleagues published ""bringing covid-19 vaccine to medically underserved populations utilizing a community-guided mobile #vaccine program,"" in the 08/25 issue of public health nursing! https://t.co/gxkiujzpos"	1.0	0	COVID-19	associate profs  kate clouse  carrie plummer  nashville colleagues published bringing covid  vaccine to medically underserved populations utilizing a communityguided mobile vaccine program in the 8 issue of public health nursing 	associate profs  kate clouse  carrie plummer  nashville colleagues published bringing covid  vaccine to medically underserved populations utilizing a communityguided mobile vaccine program in the 8 issue of public health nursing 	associate profs kate clouse carrie plummer nashville colleagues published bringing covid vaccine medically underserved populations utilizing communityguided mobile vaccine program 8 issue public health nursing
96	at #cgi2023, @albertbourla shared how his team powered through impossible odds to develop a covid-19 vaccine. watch more: https://t.co/mkxs8tzvhf https://t.co/5feyntxbs9	1.0	0	COVID-19	at cgi  shared how his team powered through impossible odds to develop a covid  vaccine  watch more  	at cgi  shared how his team powered through impossible odds to develop a covid  vaccine  watch more  	cgi shared team powered impossible odds develop covid vaccine watch
97	babies under 6 months can't get a flu or covid-19 vaccine, but their loved ones can!to keep you &amp; your family healthy, get your updated flu + covid-19 vaccines today— and at the same time!contact your health care provider or schedule an appointment at https://t.co/xethwby0xe. https://t.co/j98n4dxe3y	1.0	0	COVID-19	babies under  months cant get a flu or covid  vaccine  but their loved ones canto keep you  your family healthy get your updated flu  covid  vaccine  today and at the same timecontact your health care provider or schedule an appointment at  	babies under  months cant get a flu or covid  vaccine  but their loved ones canto keep you  your family healthy get your updated flu  covid  vaccine  today and at the same timecontact your health care provider or schedule an appointment at  	babies months cant get flu covid vaccine loved ones canto keep family healthy get updated flu covid vaccine today timecontact health care provider schedule appointment
98	bits and pieces: the cdc has discontinued the printing of covid-19 vaccination cards. the fda has approved the non-mrna covid-19 vaccine novavax providing another option for protection from the sars-cov-2 virus. https://t.co/o0iwbaxxge	1.0	0	COVID-19	bits and pieces the cdc has discontinued the printing of covid  vaccination cards the fda has approved the nonmrna covid  vaccine novavax providing another option for protection from the sarscov virus 	bits and pieces the cdc has discontinued the printing of covid  vaccination cards the fda has approved the nonmrna covid  vaccine novavax providing another option for protection from the sarscov virus 	bits pieces cdc discontinued printing covid vaccination cards fda approved nonmrna covid vaccine novavax providing another option protection sarscov virus
99	booking a covid-19 vaccine? some are reporting canceled appointments or insurance issues https://t.co/epig2v9poe	1.0	0	COVID-19	booking a covid  vaccine  some are repoing canceled appointments or insurance issues 	booking a covid  vaccine  some are repoing canceled appointments or insurance issues 	booking covid vaccine repoing canceled appointments insurance issues
100	bri fox is a nurse with 17 years of experience. after receiving two doses of pfizer's covid-19 vaccine, her medical career unfortunately ended! bri was later diagnosed with pots, which a neurologist told her was a common diagnosis among women her age after covid https://t.co/yvalqqplpc	1.0	0	COVID-19	bri fox is a nurse with  years of experience after receiving two doses of pfizers covid  vaccine  her medical career unfounately ended bri was later diagnosed with pots which a neurologist told her was a common diagnosis among women her age after covid 	bri fox is a nurse with  years of experience after receiving two doses of pfizers covid  vaccine  her medical career unfounately ended bri was later diagnosed with pots which a neurologist told her was a common diagnosis among women her age after covid 	bri fox nurse years experience receiving two doses pfizers covid vaccine medical career unfounately ended bri later diagnosed pots neurologist told common diagnosis among women age covid
101	but biden is giving $500m more for vaccines....has to keep the money going into his and cronies pockets!  https://t.co/be95gcgddymajor blow to covid-19 vaccine https://t.co/wm33dqned0	1.0	0	COVID-19	but biden is giving m more for vaccine has to keep the money going into his and cronies pockets   blow to covid  vaccine 	but biden is giving m more for vaccine has to keep the money going into his and cronies pockets   blow to covid  vaccine 	biden giving vaccine keep money going cronies pockets blow covid vaccine
102	carve out time for your annual #flu and covid-19 vaccines! you can even get both vaccines at the same time &amp; protect yourself from serious illness.🎃 find a covid-19 vaccine: https://t.co/w89hhpabzm🎃find a flu vaccine: https://t.co/bjs0nqjbgq #ivax2protect #covid19 #denver https://t.co/e65tkrq5wt	1.0	0	COVID-19	carve out time for your annual flu and covid  vaccine  you can even get both vaccine  at the same time  protect yourself from serious illness find a covid  vaccine  a flu vaccine  ivax protect covid  denver 	carve out time for your annual flu and covid  vaccine  you can even get both vaccine  at the same time  protect yourself from serious illness find a covid  vaccine  a flu vaccine  ivax protect covid  denver 	carve time annual flu covid vaccine even get vaccine time protect serious illness find covid vaccine flu vaccine ivax protect covid denver
103	cdc discontinues distribution of covid-19 vaccine cards - the daily beast https://t.co/uvrgehviof	1.0	0	COVID-19	cdc discontinues distribution of covid  vaccine cards  the daily beast 	cdc discontinues distribution of covid  vaccine cards  the daily beast 	cdc discontinues distribution covid vaccine cards daily beast
104	cdc recommends everyone 6 months and older get an updated covid-19 vaccine to protect against the potentially serious outcomes of #covid19 illness this fall and winter. https://t.co/mwyurc3acd #getvaccinated	1.0	0	COVID-19	cdc recommends everyone  months and older get an updated covid  vaccine to protect against the potentially serious outcomes of covid  illness this fall and winter  getvaccinated	cdc recommends everyone  months and older get an updated covid  vaccine to protect against the potentially serious outcomes of covid  illness this fall and winter  getvaccinated	cdc recommends everyone months older get updated covid vaccine protect potentially serious outcomes covid illness fall winter getvaccinated
105	cdc stops printing covid-19 vaccine cards as pandemic-era federal rules continue to fade | wjla https://t.co/pfyidhuckn	1.0	0	COVID-19	cdc stops printing covid  vaccine cards as pandemicera federal rules continue to fade  wjla 	cdc stops printing covid  vaccine cards as pandemicera federal rules continue to fade  wjla 	cdc stops printing covid vaccine cards pandemicera federal rules continue fade wjla
106	check out my latest e-blast to read about neighborly connections, momentous milestones, our oct. 27 flu/covid-19 vaccine clinic, municipal election voting tips – and more!https://t.co/fpp1zels5k https://t.co/da7cbtt83w	1.0	0	COVID-19	check out my latest eblast to read about neighborly connections momentous milestones our oct  flucovid  vaccine clinic municipal election voting tips  and more 	check out my latest eblast to read about neighborly connections momentous milestones our oct  flucovid  vaccine clinic municipal election voting tips  and more 	check latest eblast read neighborly connections momentous milestones oct flucovid vaccine clinic municipal election voting tips
107	check out this story from usa today: who should get the updated covid-19 vaccine? everyone, fda panel says. studies suggest the new vaccines will work against current variants. the oldest, youngest and people with weakened immune systems will benefit most.https://t.co/c4iejvxk2y	1.0	0	COVID-19	check out this story from usa today who should get the updated covid  vaccine  everyone fda panel says studies suggest the new vaccine  will work against current variants the oldest youngest and people with weakened immune systems will benefit most	check out this story from usa today who should get the updated covid  vaccine  everyone fda panel says studies suggest the new vaccine  will work against current variants the oldest youngest and people with weakened immune systems will benefit most	check story usa today get updated covid vaccine everyone fda panel says studies suggest new vaccine work current variants oldest youngest people weakened immune systems benefit
108	city council in texas votes to ban all covid-19 vaccine, mask requirements https://t.co/nisldlqqca#wootwoot#finally#officialswithballs!!#andcommonsense#fockyoudemoncrook$	1.0	0	COVID-19	city council in texas votes to ban all covid  vaccine  mask requirements 	city council in texas votes to ban all covid  vaccine  mask requirements 	city council texas votes ban covid vaccine mask requirements
109	city council in texas votes to ban all covid-19 vaccine, mask requirements that might be imposed by the federal or state governmentspublic and private mask and covid vaccine mandates have already been prohibited in florida.https://t.co/spjuu8bdx9	1.0	0	COVID-19	city council in texas votes to ban all covid  vaccine  mask requirements that might be imposed by the federal or state governmentspublic and private mask and covid vaccine mandates have already been prohibited in florida	city council in texas votes to ban all covid  vaccine  mask requirements that might be imposed by the federal or state governmentspublic and private mask and covid vaccine mandates have already been prohibited in florida	city council texas votes ban covid vaccine mask requirements might imposed federal state governmentspublic private mask covid vaccine mandates already prohibited florida
110	clinics, including centro medico latino, are waiting for the new covid-19 vaccine. https://t.co/7pjjt3vt1o	1.0	0	COVID-19	clinics including centro medico latino are waiting for the new covid  vaccine  	clinics including centro medico latino are waiting for the new covid  vaccine  	clinics including centro medico latino waiting new covid vaccine
111	columbus public health recommends that everyone who is eligible gets an updated covid-19 vaccine. columbus public health has a limited supply of the updated covid-19 vaccine for people without insurance at our walk-in immunization clinic. https://t.co/xmkiuuazhu	1.0	0	COVID-19	columbus public health recommends that everyone who is eligible gets an updated covid  vaccine  columbus public health has a limited supply of the updated covid  vaccine for people without insurance at our walkin immunization clinic 	columbus public health recommends that everyone who is eligible gets an updated covid  vaccine  columbus public health has a limited supply of the updated covid  vaccine for people without insurance at our walkin immunization clinic 	columbus public health recommends everyone eligible gets updated covid vaccine columbus public health limited supply updated covid vaccine people without insurance walkin immunization clinic
112	covid-19 vaccine pioneer awarded freedom of the city of london! professor dame sarah gilbert will go down in history for facilitating genocide on the human race!!! the truth is out there!!https://t.co/9bcbfx9x71	1.0	0	COVID-19	covid  vaccine pioneer awarded freedom of the city of london professor dame sarah gilbe will go down in history for facilitating genocide on the human race the truth is out there	covid  vaccine pioneer awarded freedom of the city of london professor dame sarah gilbe will go down in history for facilitating genocide on the human race the truth is out there	covid vaccine pioneer awarded freedom city london professor dame sarah gilbe go history facilitating genocide human race truth
113	covid-19 vaccine update: we're now offering the new version of the pfizer-biontech vaccine, which includes defenses against the latest #covid19 subvariants, for all children 6 months and older. learn how you can make an appointment for your family here. ➡️ https://t.co/fofh7kgolq https://t.co/dnmhtma1q2	1.0	0	COVID-19	covid  vaccine update were now offering the new version of the pfizerbiontech vaccine  which includes defenses against the latest covid  subvariants for all children  months and older learn how you can make an appointment for your family here   	covid  vaccine update were now offering the new version of the pfizerbiontech vaccine  which includes defenses against the latest covid  subvariants for all children  months and older learn how you can make an appointment for your family here   	covid vaccine update offering new version pfizerbiontech vaccine includes defenses latest covid subvariants children months older learn make appointment family
114	"desantis is destroying fl. don't let him destroy the usa. ""just as gov. ron desantis' administration recommended people under age 65 do not get the new covid-19 vaccine boosters, the state led the country in coronavirus hospitalizations.""https://t.co/c71hvqhlvb"	1.0	0	COVID-19	desantis is destroying fl dont let him destroy the usa just as gov ron desantis administration recommended people under age  do not get the new covid  vaccine boosters the state led the country in coronavirus hospitalizations	desantis is destroying fl dont let him destroy the usa just as gov ron desantis administration recommended people under age  do not get the new covid  vaccine boosters the state led the country in coronavirus hospitalizations	desantis destroying fl dont let destroy usa gov ron desantis administration recommended people age get new covid vaccine boosters state led country coronavirus hospitalizations
115	did you know that your covid-19 vaccine card is no longer necessary when you get an updated vaccine?  https://t.co/bqbs3epfuf #teachers	1.0	0	COVID-19	did you know that your covid  vaccine card is no longer necessary when you get an updated vaccine    teachers	did you know that your covid  vaccine card is no longer necessary when you get an updated vaccine    teachers	know covid vaccine card longer necessary get updated vaccine teachers
116	during respiratory virus season, we can take steps to protect ourselves from infection, severe illness and hospitalization.💊 rsv prevention options: https://t.co/pubkbm4j98💉 find a flu vaccine: https://t.co/2ryx4p945k🩹 find a covid-19 vaccine: https://t.co/jsmuo0timh https://t.co/owmr0mtlbh	1.0	0	COVID-19	during respiratory virus season we can take steps to protect ourselves from infection severe illness and hospitalization rsv prevention options  find a flu vaccine  find a covid  vaccine  	during respiratory virus season we can take steps to protect ourselves from infection severe illness and hospitalization rsv prevention options  find a flu vaccine  find a covid  vaccine  	respiratory virus season take steps protect infection severe illness hospitalization rsv prevention options find flu vaccine find covid vaccine
117	"fda approves novavax updated covid vaccine a vial labelled ""novavax v covid-19 vaccine"" is seen in this illustration taken january 16, 2022. da... #approves #covid #fda #novavax #updated #vaccinehttps://t.co/dpvwmqanx4"	1.0	0	COVID-19	fda approves novavax updated covid vaccine a vial labelled novavax v covid  vaccine  is seen in this illustration taken january   da approves covid fda novavax updated vaccine ttpstcodpvwmqanx	fda approves novavax updated covid vaccine a vial labelled novavax v covid  vaccine  is seen in this illustration taken january   da approves covid fda novavax updated vaccine ttpstcodpvwmqanx	fda approves novavax updated covid vaccine vial labelled novavax v covid vaccine seen illustration taken january da approves covid fda novavax updated vaccine ttpstcodpvwmqanx
118	find your updated fall 2023 covid-19 vaccine! visit https://t.co/54defxagb3 (english) or https://t.co/x2eizvoouk (spanish), https://t.co/ql0aawtrbm, or call 312-746-4835 to find your vaccine! #wecandothis #vprotect #partneringforvaccineequity #ivax2protect #getvaccinated https://t.co/uqnqp1wsnt	1.0	0	COVID-19	find your updated fall  covid  vaccine  visit  english or  spanish  or call 8 to find your vaccine  wecandothis vprotect paneringforvaccine quity ivax protect getvaccinated 	find your updated fall  covid  vaccine  visit  english or  spanish  or call 8 to find your vaccine  wecandothis vprotect paneringforvaccine quity ivax protect getvaccinated 	find updated fall covid vaccine visit english spanish call 8 find vaccine wecandothis vprotect paneringforvaccine quity ivax protect getvaccinated
119	from appointments to insurance, covid-19 vaccine issues continue in ct https://t.co/pcv4qmcnna	1.0	0	COVID-19	from appointments to insurance covid  vaccine issues continue in ct 	from appointments to insurance covid  vaccine issues continue in ct 	appointments insurance covid vaccine issues continue ct
120	got the updated covid-19 vaccine today. this is the first time in awhile i'm seeing lots of folks with masks on again.be safe. https://t.co/mrpuo0gidx	1.0	0	COVID-19	got the updated covid  vaccine today this is the first time in awhile im seeing lots of folks with masks on againbe safe 	got the updated covid  vaccine today this is the first time in awhile im seeing lots of folks with masks on againbe safe 	got updated covid vaccine today first time awhile im seeing lots folks masks againbe safe
121	gov. @sarahhuckabee is rejecting the failed status quo &amp; making arkansas' government work better for her people. she's calling a special session of @arkansashouse &amp; @arkansassenate to:✅ cut taxes✅ update &amp; improve foia✅ prohibit covid-19 vaccine mandates across gov't https://t.co/48dvi4r3ne	1.0	0	COVID-19	gov  is rejecting the failed status quo  making arkansas government work better for her people shes calling a special session of    to cut taxes update  improve foia prohibit covid  vaccine mandates across govt 	gov  is rejecting the failed status quo  making arkansas government work better for her people shes calling a special session of    to cut taxes update  improve foia prohibit covid  vaccine mandates across govt 	gov rejecting failed status quo making arkansas government work better people shes calling special session cut taxes update improve foia prohibit covid vaccine mandates across govt
122	gov. greg abbott announced thursday that the upcoming special legislative session would focus on education savings accounts, illegal immigration, covid-19 vaccine mandates and the colony ridge development outside of houston. https://t.co/0k8cyurj9v	1.0	0	COVID-19	gov greg abbott announced thursday that the upcoming special legislative session would focus on education savings accounts illegal immigration covid  vaccine mandates and the colony ridge development outside of houston 	gov greg abbott announced thursday that the upcoming special legislative session would focus on education savings accounts illegal immigration covid  vaccine mandates and the colony ridge development outside of houston 	gov greg abbott announced thursday upcoming special legislative session would focus education savings accounts illegal immigration covid vaccine mandates colony ridge development outside houston
123	gov. sarah huckabee sanders on thursday signed legislation into law that aims to reinstate a ban on covid-19 vaccine mandates for public entities ranging from schools to state agencies. https://t.co/zv7hb8wxfp	1.0	0	COVID-19	gov sarah huckabee sanders on thursday signed legislation into law that aims to reinstate a ban on covid  vaccine mandates for public entities ranging from schools to state agencies 	gov sarah huckabee sanders on thursday signed legislation into law that aims to reinstate a ban on covid  vaccine mandates for public entities ranging from schools to state agencies 	gov sarah huckabee sanders thursday signed legislation law aims reinstate ban covid vaccine mandates public entities ranging schools state agencies
124	health canada approved moderna's 'new' covid-19 vaccine, which was only tested on 50 participants and only monitored over a 20-day period. i bet folks are gonna line up for this!	1.0	0	COVID-19	health canada approved modernas new covid  vaccine  which was only tested on  paicipants and only monitored over a day period i bet folks are gonna line up for this	health canada approved modernas new covid  vaccine  which was only tested on  paicipants and only monitored over a day period i bet folks are gonna line up for this	health canada approved modernas new covid vaccine tested paicipants monitored day period bet folks gonna line
125	health shocker: jamie foxx left 'paralyzed and blind' from 'blood clot in his brain' after receiving covid-19 vaccine, source claimshttps://t.co/xvzfngzwov cloed	1.0	0	COVID-19	health shocker jamie foxx left paralyzed and blind from blood clot in his brain after receiving covid  vaccine  source claims cloed	health shocker jamie foxx left paralyzed and blind from blood clot in his brain after receiving covid  vaccine  source claims cloed	health shocker jamie foxx left paralyzed blind blood clot brain receiving covid vaccine source claims cloed
126	"heroic"" efforts of these three black medical students led to the development of the first covid-19 vaccine. https://t.co/pjc5g8bjfe"	1.0	0	COVID-19	heroic effos of these three black medical students led to the development of the first covid  vaccine  	heroic effos of these three black medical students led to the development of the first covid  vaccine  	heroic effos three black medical students led development first covid vaccine
127	hey @d_greenleaf and @dulyhealth_care , please explain to me why i'm unable to get a covid-19 vaccine through my @bcbsil hmo.  customer service says they're unavailable in any duly facility and the hmo plan won't pay pharmacies like @walgreens .  trying to do the right thing here	1.0	0	COVID-19	hey _greenleaf and _care  please explain to me why im unable to get a covid  vaccine through my  hmo  customer service says theyre unavailable in any duly facility and the hmo plan wont pay pharmacies like    trying to do the right thing here	hey _greenleaf and _care  please explain to me why im unable to get a covid  vaccine through my  hmo  customer service says theyre unavailable in any duly facility and the hmo plan wont pay pharmacies like    trying to do the right thing here	hey _greenleaf _care please explain im unable get covid vaccine hmo customer service says theyre unavailable duly facility hmo plan wont pay pharmacies like trying right thing
128	honorary doctor degree holder dr. katalin karikó was co-awarded the nobel prize in medicine or physiology alongside immunologist dr. drew weissman for their discovery of the mrna technology at the heart of the covid-19 vaccine. reporting by anika buch.https://t.co/myhgnm8puw	1.0	0	COVID-19	honorary doctor degree holder dr katalin karikó was coawarded the nobel prize in medicine or physiology alongside immunologist dr drew weissman for their discovery of the mrna technology at the hea of the covid  vaccine  repoing by anika buch	honorary doctor degree holder dr katalin karikó was coawarded the nobel prize in medicine or physiology alongside immunologist dr drew weissman for their discovery of the mrna technology at the hea of the covid  vaccine  repoing by anika buch	honorary doctor degree holder dr katalin karikó coawarded nobel prize medicine physiology alongside immunologist dr drew weissman discovery mrna technology hea covid vaccine repoing anika buch
129	honoring wisdom, embracing protection. if you're a senior or caring for one, safeguard your health and cherished moments by getting the covid-19 vaccine. let's cherish the golden years with an extra layer of security. find yours: https://t.co/rjeqzcss99 or call 832-97-8787. https://t.co/nkuj6o5eps	1.0	0	COVID-19	honoring wisdom embracing protection if youre a senior or caring for one safeguard your health and cherished moments by getting the covid  vaccine  lets cherish the golden years with an extra layer of security find yours  or call 888 	honoring wisdom embracing protection if youre a senior or caring for one safeguard your health and cherished moments by getting the covid  vaccine  lets cherish the golden years with an extra layer of security find yours  or call 888 	honoring wisdom embracing protection youre senior caring one safeguard health cherished moments getting covid vaccine lets cherish golden years extra layer security find call 888
130	https://t.co/ljsfkis6sf almost all americans will be able to receive an updated covid-19 vaccine as early as wednesday after the centers for disease control &amp; prevention (cdc) endor...	1.0	0	COVID-19	 almost all americans will be able to receive an updated covid  vaccine as early as wednesday after the centers for disease control  prevention cdc endor	 almost all americans will be able to receive an updated covid  vaccine as early as wednesday after the centers for disease control  prevention cdc endor	almost americans able receive updated covid vaccine early wednesday centers disease control prevention cdc endor
131	hungarian and u.s. scientists win medicine nobel for covid-19 vaccine discoveries https://t.co/k3ffmu3zu7	1.0	0	COVID-19	hungarian and us scientists win medicine nobel for covid  vaccine discoveries 	hungarian and us scientists win medicine nobel for covid  vaccine discoveries 	hungarian us scientists win medicine nobel covid vaccine discoveries
132	huntington beach, calif. - the huntington beach city council narrowly voted wednesday to approve a declaration to ban universal mask and covid-19 vaccine mandates in the city.the declaration passed with a 4-3 vote. the meeting adjourned at 2:48 a.m.@dailyrealtomenews… https://t.co/3tt9l9i7bv	1.0	0	COVID-19	huntington beach calif  the huntington beach city council narrowly voted wednesday to approve a declaration to ban universal mask and covid  vaccine mandates in the citythe declaration passed with a  vote the meeting adjourned at 8 am 	huntington beach calif  the huntington beach city council narrowly voted wednesday to approve a declaration to ban universal mask and covid  vaccine mandates in the citythe declaration passed with a  vote the meeting adjourned at 8 am 	huntington beach calif huntington beach city council narrowly voted wednesday approve declaration ban universal mask covid vaccine mandates citythe declaration passed vote meeting adjourned 8
133	i am letting you know @cmsgov you are committing insurance fraud if you reimburse under this billing code.billing code: 91320 pfizer-biontechcomirnaty (covid-19 vaccine, mrna) 2023-2024 formula is not available for sale in the united states.  https://t.co/kf19op9u83	1.0	0	COVID-19	i am letting you know  you are committing insurance fraud if you reimburse under this billing codebilling code  pfizerbiontechcomirnaty covid  vaccine  mrna  formula is not available for sale in the united states  	i am letting you know  you are committing insurance fraud if you reimburse under this billing codebilling code  pfizerbiontechcomirnaty covid  vaccine  mrna  formula is not available for sale in the united states  	letting know committing insurance fraud reimburse billing codebilling code pfizerbiontechcomirnaty covid vaccine mrna formula available sale united states
134	i can't reason with these covid-19 vaccine gone-deep-down-the-rabbit-hole trumpers.  they're fucking nuts. it's like i'm in a 2021 endless loophole all over again.	1.0	0	COVID-19	i cant reason with these covid  vaccine gonedeepdowntherabbithole trumpers  theyre fucking nuts its like im in a  endless loophole all over again	i cant reason with these covid  vaccine gonedeepdowntherabbithole trumpers  theyre fucking nuts its like im in a  endless loophole all over again	cant reason covid vaccine gonedeepdowntherabbithole trumpers theyre fucking nuts like im endless loophole
135	i filed 13 amendments to this year's ndaa to make our nation safer and stronger. to name a few:- military personnel who chose to avoid the covid-19 vaccine should be reinstated with backpay- dei activities should not be funded in the armed forces- state sponsors of terrorism	1.0	0	COVID-19	i filed  amendments to this years ndaa to make our nation safer and stronger to name a few military personnel who chose to avoid the covid  vaccine should be reinstated with backpay dei activities should not be funded in the armed forces state sponsors of terrorism	i filed  amendments to this years ndaa to make our nation safer and stronger to name a few military personnel who chose to avoid the covid  vaccine should be reinstated with backpay dei activities should not be funded in the armed forces state sponsors of terrorism	filed amendments years ndaa make nation safer stronger name military personnel chose avoid covid vaccine reinstated backpay dei activities funded armed forces state sponsors terrorism
136	i'm not anti-vaccine, never have been, never will be.but i'm not pro-any vaccine. pushing the covid-19 vaccine on kids was a huge mistake. https://t.co/5mms4emhvc	1.0	0	COVID-19	im not antivaccine  never have been never will bebut im not proany vaccine  pushing the covid  vaccine on kids was a huge mistake 	im not antivaccine  never have been never will bebut im not proany vaccine  pushing the covid  vaccine on kids was a huge mistake 	im antivaccine never never bebut im proany vaccine pushing covid vaccine kids huge mistake
137	"introducing ""delivering trust: ensuring covid-19 vaccine equity for pregnant individuals.""  join us in empowering covid-19 vaccine conversations within your community. watch our video or visit our website to learn more! #vaccineequity #pregnancy #covid19 https://t.co/alpt2vdskb"	1.0	0	COVID-19	introducing delivering trust ensuring covid  vaccine equity for pregnant individuals  join us in empowering covid  vaccine conversations within your community watch our video or visit our website to learn more vaccine quity pregnancy covid  	introducing delivering trust ensuring covid  vaccine equity for pregnant individuals  join us in empowering covid  vaccine conversations within your community watch our video or visit our website to learn more vaccine quity pregnancy covid  	introducing delivering trust ensuring covid vaccine equity pregnant individuals join us empowering covid vaccine conversations within community watch video visit website learn vaccine quity pregnancy covid
138	it shouldn't be vilified': fox news doctor slams desantis for attacking covid-19 vaccine https://t.co/e742lywjs1	1.0	0	COVID-19	it shouldnt be vilified fox news doctor slams desantis for attacking covid  vaccine 	it shouldnt be vilified fox news doctor slams desantis for attacking covid  vaccine 	shouldnt vilified fox news doctor slams desantis attacking covid vaccine
139	judge reinstates ny nurse who was terminated over refusing covid-19 vaccine https://t.co/ecgbuc7c4j	1.0	0	COVID-19	judge reinstates ny nurse who was terminated over refusing covid  vaccine 	judge reinstates ny nurse who was terminated over refusing covid  vaccine 	judge reinstates ny nurse terminated refusing covid vaccine
140	just 23% of american adults say they 'definitely' will get the new covid-19 vaccine, while another 23% say they will 'probably' get it, according to a new poll, which also finds interest in the shot falls along partisan lines. https://t.co/waua0lx9mc	1.0	0	COVID-19	just  of american adults say they definitely will get the new covid  vaccine  while another  say they will probably get it according to a new poll which also finds interest in the shot falls along paisan lines 	just  of american adults say they definitely will get the new covid  vaccine  while another  say they will probably get it according to a new poll which also finds interest in the shot falls along paisan lines 	american adults say definitely get new covid vaccine another say probably get according new poll also finds interest shot falls along paisan lines
141	just in: updated covid-19 vaccine and booster shots are expected to be available nationwide as soon as wednesday, after a panel of the cdc's outside vaccine advisers voted to back new shots retargeted for newer variants ahead of the fall virus season. https://t.co/zj3awo1grc	1.0	0	COVID-19	just in updated covid  vaccine and booster shots are expected to be available nationwide as soon as wednesday after a panel of the cdcs outside vaccine advisers voted to back new shots retargeted for newer variants ahead of the fall virus season 	just in updated covid  vaccine and booster shots are expected to be available nationwide as soon as wednesday after a panel of the cdcs outside vaccine advisers voted to back new shots retargeted for newer variants ahead of the fall virus season 	updated covid vaccine booster shots expected available nationwide soon wednesday panel cdcs outside vaccine advisers voted back new shots retargeted newer variants ahead fall virus season
